date,timestamp,price,return_%,volatility
2025-10-18,1760823135428.5,186.89175381126068,0.0,0.0
2025-10-19,1760873515282.0,188.1571144036029,0.6770553363312448,0.0
2025-10-20,1760959913130.5833,190.343850645802,1.162186319199443,0.0
2025-10-21,1761046300439.0,188.69220343386328,-0.8677176627114536,0.0
2025-10-22,1761132714573.0417,183.73098443056531,-2.6292654985275443,1.4937729573941347
2025-10-23,1761219109117.375,187.56846732783654,2.0886422119626102,1.8574406571126076
2025-10-24,1761305581022.2083,192.2972979086488,2.521122365705053,2.16217695143596
2025-10-25,1761391923301.5417,193.50373972621435,0.6273836557696644,2.1314566986104913
2025-10-26,1761478334350.8333,196.3216547064442,1.4562586667404398,2.051972942296003
2025-10-27,1761564707856.375,201.43717243630556,2.6056818528299885,0.8257952862753446
2025-10-28,1761651127463.25,199.53221323275787,-0.9456840465480787,1.4751952371138406
2025-10-29,1761737509305.3333,195.88750106491636,-1.8266284470016325,1.7888390450106224
2025-10-30,1761823967345.4167,189.66774611838744,-3.175166824180231,2.3723295550690846
2025-10-31,1761910307157.625,186.40722053297418,-1.7190722472012143,2.1757114365971355
2025-11-01,1761996733069.375,186.07189201781924,-0.17989030371042825,1.116558784115066
2025-11-02,1762083113901.125,185.42984842934268,-0.3450513570394942,1.2272465180384526
2025-11-03,1762169498471.9167,174.72386083829642,-5.773605318523323,2.3166323171670338
2025-11-04,1762255995714.75,160.2034950993274,-8.310465250311372,3.6119147576446227
2025-11-05,1762342316879.4583,158.3099309824585,-1.1819742857013704,3.676811941000926
2025-11-06,1762428709377.0417,158.77403710698002,0.2931629883490716,3.7773205977670314
2025-11-07,1762515115391.75,157.3504790945573,-0.8965936990463663,3.6850097733443197
2025-11-08,1762601534010.875,159.83838309619097,1.5811226098260578,3.851963263419657
2025-11-09,1762687960497.4167,160.1693678273231,0.20707462420521683,1.0988306351459916
2025-11-10,1762774387822.8333,167.2841211353617,4.442018723398422,2.051343541599832
2025-11-11,1762860717946.0417,163.08637249975382,-2.509352715079971,2.635326856649746
2025-11-12,1762947145854.625,155.77561185045673,-4.482753854438782,3.4838985581357753
2025-11-13,1763033542034.375,151.85814342418726,-2.5148149827395327,3.4558261975756412
2025-11-14,1763119992481.875,141.9265897829508,-6.5400204541514295,4.131730163152052
2025-11-15,1763206345977.25,141.40052247689616,-0.37066155599113637,2.3301257342123005
2025-11-16,1763292746911.875,139.35042950506335,-1.4498482296398718,2.4625420039131907
2025-11-17,1763373667906.8572,138.55038233717875,-0.5741260868202258,2.522258607235162
