coin,update_time,current_price,volume_24h,market_cap,return_1d,return_7d,return_30d,volatility_7d,rsi,macd,sentiment_score
bitcoin,2025-11-18 13:53:54,93557.96913235447,119853171455.12297,1865097908067.362,1.6528658744076719,-9.132416159208756,-13.867619542775788,2.3154484316269577,36.11849043583436,-4398.225393553716,0
