coin,update_time,current_price,volume_24h,market_cap,return_1d,return_7d,return_30d,volatility_7d,rsi,macd,sentiment_score
ethereum,2025-11-18 13:54:17,3165.3315858888964,47462600655.69858,381424616758.97156,4.7671308841131355,-7.359257681805664,-20.57036960940405,3.482649134840916,45.33617282808233,-214.84474921771516,0
