timestamp,price,volume,market_cap,datetime,date,year,month,day,day_of_week,quarter,return_1d,return_3d,return_7d,return_14d,return_30d,sma_7,ema_7,sma_14,ema_14,sma_30,ema_30,sma_50,ema_50,volatility_7,volatility_14,volatility_30,bb_middle,bb_std,bb_upper,bb_lower,bb_position,rsi,macd,macd_signal,macd_histogram,momentum_3,momentum_7,momentum_14,volume_sma_7,volume_ratio,price_lag_1,price_lag_2,price_lag_3,price_lag_5,price_lag_7,trend_bullish,sentiment_score,coin,data_timestamp
1760918400000,108621.134857428,45373692612.394394,2165367850075.0042,2025-10-20 00:00:00,2025-10-20,2025,10,20,Monday,4,1.3672882851026413,0.5037219797876968,-5.702284089463927,-12.052068743529965,-6.082422991752734,109912.14298175885,109809.6169107035,114283.73066612685,112255.019334937,114836.28131410635,113910.27098012212,114202.13969458688,114174.38060095796,1.493062477092585,2.5951833194846903,2.2732142704354232,114283.73066612685,6270.5180423738375,126824.76675087452,101742.69458137918,0.27423732096642045,28.22586180357395,-2004.9785992620164,-650.0376839982315,-1354.940915263785,544.4062370961183,-6568.436606297706,-14885.050342848786,69701340025.34586,0.6509730314495378,107156.00337647724,106443.61194984635,108076.72862033188,113156.56943826913,115189.5714637257,0,2,bitcoin,2025-11-18 13:53:54.716199
1761004800000,110608.5714932665,60452111148.140076,2205571381112.93,2025-10-21 00:00:00,2025-10-21,2025,10,21,Tuesday,4,1.8296960701498222,3.912831843194664,-4.004183398319949,-11.352519407631412,-4.413361387466597,109253.04133491618,110009.35555634425,113271.94947059274,112035.4929560476,114666.0498516213,113697.25811000241,114249.24390597508,114034.54494967594,1.7904079195059786,2.6489453375517305,2.302550521835102,113271.94947059274,5549.024167298129,124369.99780518899,102173.90113599648,0.3800069211708327,29.706793517524943,-1945.8154273343098,-909.1932326654472,-1036.6221946688624,4164.959543420147,-4613.7115278987185,-14164.936737477823,68489460136.93153,0.8826483816236496,108621.134857428,107156.00337647724,106443.61194984635,110708.66960879423,115222.28302116522,0,2,bitcoin,2025-11-18 13:53:54.716199
1761091200000,108486.10262716639,105841401713.00197,2162410619417.9114,2025-10-22 00:00:00,2025-10-22,2025,10,22,Wednesday,4,-1.9189008929830775,1.2412736652896994,-4.127437615233331,-10.724808041546229,-5.913367257937107,108585.83179047295,109628.54232404978,112341.04566283671,111562.24091219678,114438.77060605785,113361.05453046461,114235.71224691994,113816.95897624419,1.8053526913133529,2.619454402626223,2.3255398429647043,112341.04566283671,5137.000518599578,122615.04670003586,102067.04462563756,0.31239329148825745,30.702887706123875,-2046.6017357711971,-1136.6749332865973,-909.9268024845999,1330.099250689149,-4670.466811102742,-13032.653308584326,70579395383.22964,1.4996076565732515,110608.5714932665,108621.134857428,107156.00337647724,108076.72862033188,113156.56943826913,0,0,bitcoin,2025-11-18 13:53:54.716199
1761177600000,107618.4266715404,83996418125.93103,2145773248654.6448,2025-10-23 00:00:00,2025-10-23,2025,10,23,Thursday,4,-0.7998037855668327,-0.9231243875362893,-2.79132876239383,-12.755377946808844,-4.506176753422575,108144.3685137224,109126.01341092243,111217.18293400158,111036.3990134426,114269.49346120523,112990.56241053402,114164.27713838167,113573.87927802051,1.6757590359434749,2.5359669768893434,2.2954643692073637,111217.18293400158,4173.377329529507,119563.9375930606,102870.42827494256,0.2844218256400208,26.016828412460725,-2171.4585865819827,-1343.6316639456745,-827.8269226363082,-1002.7081858876045,-3090.2429372538318,-15734.07820369165,72739265274.59085,1.1547603321100977,108486.10262716639,110608.5714932665,108621.134857428,106443.61194984635,110708.66960879423,0,2,bitcoin,2025-11-18 13:53:54.716199
1761264000000,110048.51827291629,56192643013.57058,2193901841033.9053,2025-10-24 00:00:00,2025-10-24,2025,10,24,Friday,4,2.258062746812617,-0.5063379924261091,1.8244349896185508,-9.572474041645119,-1.7618366777824357,108426.05274980588,109356.63962642089,110385.0749057968,110904.68158137242,114203.70520768204,112800.75311133289,114131.01710829497,113435.62982683996,1.6761305000979068,2.6709675616085637,2.3341847294579456,110385.0749057968,2885.5871743908515,116156.2492545785,104613.9005570151,0.47084158157935724,32.65303081356872,-2050.6814777162217,-1485.041626699784,-565.6398510164377,-560.053220350208,1971.7896525844117,-11649.512394866862,68656334161.061806,0.8184626182013667,107618.4266715404,108486.10262716639,110608.5714932665,107156.00337647724,108076.72862033188,0,0,bitcoin,2025-11-18 13:53:54.716199
1761350400000,110997.80437129698,49120903424.344864,2213306367536.756,2025-10-25 00:00:00,2025-10-25,2025,10,25,Saturday,4,0.8626068876515847,2.3152290323881886,4.2785023337957195,-1.946910230889376,-2.0497291293714137,109076.65166715595,109766.93081263991,110227.65088650453,110917.09795336236,114126.27971721161,112684.43383778218,114136.47846817119,113340.02882858337,1.4847818925090404,1.9818069146967894,2.3295890602095572,110227.65088650453,2778.2237332933487,115784.09835309123,104671.20341991783,0.5693026875016556,45.76669922028415,-1856.9594218654674,-1559.4251857329207,-297.53423613254677,2511.7017441305943,4554.192421450629,-2203.936270092061,62198572250.999405,0.78974326333601,110048.51827291629,107618.4266715404,108486.10262716639,108621.134857428,106443.61194984635,0,0,bitcoin,2025-11-18 13:53:54.716199
1761436800000,111620.3093731354,23214874411.212166,2224861052775.0015,2025-10-26 00:00:00,2025-10-26,2025,10,26,Sunday,4,0.5608264103640126,3.7185850280166743,4.1661744148608015,0.692080437211251,2.4382279409120855,109714.40966667856,110230.27545276379,110282.45036752569,111010.85947599878,114214.83902511756,112615.78064651466,114155.6410331082,113272.58884993836,1.4846230701367582,1.9057859651203446,2.2178038220315712,110282.45036752569,2798.998460279437,115880.44728808456,104684.45344696681,0.6194944392248927,51.57827252291592,-1634.3624329825834,-1574.4126351828534,-59.94979779973005,4001.8827015950083,4464.305996658164,767.1927342963754,60598863492.65643,0.3830909207402119,110997.80437129698,110048.51827291629,107618.4266715404,110608.5714932665,107156.00337647724,0,0,bitcoin,2025-11-18 13:53:54.716199
1761523200000,114476.01227508577,42483268634.18711,2283691326423.212,2025-10-27 00:00:00,2025-10-27,2025,10,27,Monday,4,2.5584079796840964,4.023220004825023,5.390182514059227,-0.6194650952969671,4.343992763164506,110550.82072634397,111291.70965834428,110231.4818540514,111472.87984921038,114373.69914273119,112735.79559029345,114240.97750211434,113319.78192543433,1.6473348532506964,1.7210635149837203,2.2606735859494957,110231.4818540514,2707.778764924,115647.03938389939,104815.9243242034,0.8918830515270614,48.436827639779644,-1213.5325101069902,-1502.2366101676807,288.7041000606905,4427.494002169478,5854.877417657772,-713.5591886399343,60185945781.48397,0.7058669276118107,111620.3093731354,110997.80437129698,110048.51827291629,108486.10262716639,108621.134857428,0,1,bitcoin,2025-11-18 13:53:54.716199
1761609600000,114182.79442806762,63764801510.65889,2276235094681.6714,2025-10-28 00:00:00,2025-10-28,2025,10,28,Tuesday,4,-0.25613911699994274,2.8694171698357085,3.2314158717967834,-0.902159344392317,4.12930742263613,111061.42400274413,112014.48085077511,110157.23266883015,111834.20179305802,114524.63194997486,112829.15035402082,114301.99354293889,113353.62555298858,1.610768148676556,1.721992766209797,2.2616669136477463,110157.23266883015,2571.2081791054393,115299.64902704103,105014.81631061928,0.8914076067382083,47.74852164688675,-893.3836237403011,-1380.466012882205,487.08238914190383,3184.9900567706354,3574.222934801117,-1039.4885930976016,60659187261.8438,1.0511977556739966,114476.01227508577,111620.3093731354,110997.80437129698,107618.4266715404,110608.5714932665,1,1,bitcoin,2025-11-18 13:53:54.716199
1761696000000,112950.34863259472,66299512352.17796,2254003248725.4917,2025-10-29 00:00:00,2025-10-29,2025,10,29,Wednesday,4,-1.0793620892237898,1.1915746040562558,4.115039527938968,-0.18224377665223557,0.7203107427790512,111699.17343209102,112248.44779623002,110142.50261128198,111983.02137166291,114551.55778347714,112836.96959779979,114320.49793996701,113337.81077179666,1.4239857498826007,1.6764331630295408,2.236489139486627,110142.50261128198,2553.231551011924,115248.96571330582,105036.03950925813,0.7749306090354307,49.53660976481051,-730.6884785193397,-1250.5105060096319,519.8220274902922,1330.039259459314,4464.246005428329,-206.220805674413,55010345924.58324,1.2052189681386785,114182.79442806762,114476.01227508577,111620.3093731354,110048.51827291629,108486.10262716639,1,1,bitcoin,2025-11-18 13:53:54.716199
1761782400000,110046.66925837283,64235327509.05742,2194746293754.542,2025-10-30 00:00:00,2025-10-30,2025,10,30,Thursday,4,-2.5707573366302583,-3.8692324520085752,2.2563446260403186,-0.5979661328789132,-3.728906336446891,112046.06523020995,111698.00316176572,110095.21687196616,111724.8410898909,114409.47507838307,112656.95022106258,114290.48253384752,113208.74639872122,1.8149542154192522,1.7198548361993833,2.256720747043903,110095.21687196616,2548.064474738795,115191.34582144374,104999.08792248857,0.4952368146416012,48.542304778736494,-826.5263805944705,-1165.7136809265996,339.1873003321291,-4429.343016712941,2428.2425868324353,-662.0003504213964,52187332979.315575,1.23086051426535,112950.34863259472,114182.79442806762,114476.01227508577,110997.80437129698,107618.4266715404,0,1,bitcoin,2025-11-18 13:53:54.716199
1761868800000,108240.76528725718,72648897659.94229,2157803742876.0747,2025-10-31 00:00:00,2025-10-31,2025,10,31,Friday,4,-1.641034647650863,-5.203961919633848,-1.6426872565207584,0.15177797201981758,-5.0721348068122785,111787.8148036872,110833.69369313859,110106.93377674655,111260.29764953975,114216.69299344163,112372.03506404288,114175.79134169892,113013.92361003636,1.7217430449385078,1.6524570143445438,2.2740977105102798,110106.93377674655,2538.4276967714572,115183.78917028946,105030.07838320364,0.31620822883168087,50.374837221556014,-1036.25466760165,-1139.8218782616098,103.56721065995976,-5942.029140810439,-1807.7529856591136,164.03666692529805,54538226500.225815,1.3320729756337326,110046.66925837283,112950.34863259472,114182.79442806762,111620.3093731354,110048.51827291629,0,1,bitcoin,2025-11-18 13:53:54.716199
1761955200000,109573.90555629115,58800487940.5146,2185193896779.3408,2025-11-01 00:00:00,2025-11-01,2025,11,1,Saturday,4,1.2316434251882669,-2.9893162059078437,-1.2828170999155675,2.94079987432192,-7.535100830014119,111584.4006872578,110518.74665892673,110330.52617720689,111035.44537043993,113919.04836140052,112191.51057967181,114057.2061201861,112879.02094126205,1.7656374598736322,1.618768080946972,2.1577435129751033,110330.52617720689,2319.338096017937,114969.20236924276,105691.84998517102,0.41844433739363196,57.25240351472866,-1082.4151596917218,-1128.3405345476322,45.92537485591038,-3376.4430763035634,-1423.8988150058285,3130.2936064448004,55921024288.25006,1.0514916114093704,108240.76528725718,110046.66925837283,112950.34863259472,114476.01227508577,110997.80437129698,0,1,bitcoin,2025-11-18 13:53:54.716199
