timestamp,price,volume,market_cap,datetime,date,year,month,day,day_of_week,quarter,return_1d,return_3d,return_7d,return_14d,return_30d,sma_7,ema_7,sma_14,ema_14,sma_30,ema_30,sma_50,ema_50,volatility_7,volatility_14,volatility_30,bb_middle,bb_std,bb_upper,bb_lower,bb_position,rsi,macd,macd_signal,macd_histogram,momentum_3,momentum_7,momentum_14,volume_sma_7,volume_ratio,price_lag_1,price_lag_2,price_lag_3,price_lag_5,price_lag_7,trend_bullish,sentiment_score,coin,data_timestamp
1760227200000,3749.218185954949,54140013164.198265,453043143808.8669,2025-10-12 00:00:00,2025-10-12,2025,10,12,Sunday,4,-2.252943898796045,-17.191527518932524,-16.455809682724766,-6.6933314823130585,-15.923974658377716,4305.694294502415,4163.085851517072,4319.497637688373,4257.551188958947,4350.282981051068,4310.995859838554,4377.308699579837,4335.100404003043,5.301179075313204,4.446625439620006,3.717964028401683,4319.497637688373,272.5604675919835,4864.61857287234,3774.3767025044062,-0.023076087273153995,43.12588467151795,-59.81786091808044,-8.753990198479643,-51.0638707196008,-778.3598185929959,-738.4884657183356,-268.9492671507828,50800638931.17525,1.0657348864754872,3835.632842050135,4368.649439385323,4527.578004547945,4689.131734746596,4487.706651673285,0,0,ethereum,2025-11-18 13:54:17.287500
1760313600000,4159.729307791921,57642806541.61372,501175375996.802,2025-10-13 00:00:00,2025-10-13,2025,10,13,Monday,4,10.949245988798385,-4.7822590137330145,-7.875233085426114,0.4319250660651974,-11.661305819849666,4254.89542533479,4162.246715585785,4320.775469381618,4244.50827147001,4331.979233172466,4301.236727448449,4365.0256039637,4328.223106112411,7.333184650481042,5.329806049364211,4.126991104201319,4320.775469381618,271.7040831098534,4864.183635601325,3777.367303161911,0.3518184197432694,50.39877314578596,-62.00248337377343,-19.4036888335384,-42.59879454023503,-208.9201315934015,-355.59208417337413,17.889643705419985,53270256022.21846,1.0820824010602,3749.218185954949,3835.632842050135,4368.649439385323,4454.32846286666,4515.321391965295,0,0,ethereum,2025-11-18 13:54:17.287500
1760400000000,4246.217461554773,46426992105.166855,512317800004.74445,2025-10-14 00:00:00,2025-10-14,2025,10,14,Tuesday,4,2.079177450341385,10.704481800327414,-9.445549799972897,0.7259839459611062,-9.029762462073453,4191.621957735958,4183.239402078032,4322.961517387011,4244.736163481312,4317.929826803281,4297.687097390793,4354.387769980519,4325.0071984827,7.169490924115627,5.337348559004804,4.1487103545897765,4322.961517387011,270.91486288640533,4864.7912431598215,3781.1317916141998,0.4291806519817846,50.678355073299464,-56.10816125542806,-26.744583317916334,-29.363577937511725,410.5846195046379,-442.91427319182276,30.604672075503004,54021985596.86261,0.8594092126051575,4159.729307791921,3749.218185954949,3835.632842050135,4527.578004547945,4689.131734746596,0,0,ethereum,2025-11-18 13:54:17.287500
1760486400000,4128.888447033946,62876294833.97642,498801738230.5064,2025-10-15 00:00:00,2025-10-15,2025,10,15,Wednesday,4,-2.7631419159080517,10.126651537680331,-7.3061521741320075,-0.3702018136595986,-10.432103623516099,4145.130526902713,4169.65166331701,4321.86565907718,4229.289801288331,4301.89990467272,4286.7968618838995,4349.333015399769,4317.3162670533375,7.0186923031455155,5.3738583380219005,4.170744059463222,4321.86565907718,271.723271619744,4865.312202316668,3778.4191158376916,0.32245060305941486,49.66673104906438,-60.21027287655761,-33.437721229644595,-26.772551646913016,379.6702610789971,-325.44001583271347,-15.34201633763496,55889333176.15453,1.1250142247322947,4246.217461554773,4159.729307791921,3749.218185954949,4368.649439385323,4454.32846286666,0,0,ethereum,2025-11-18 13:54:17.287500
1760572800000,3983.1544356894233,44806571765.16941,480502921991.1765,2025-10-16 00:00:00,2025-10-16,2025,10,16,Thursday,4,-3.52961852115945,-4.244864486055411,-12.0246093675614,-8.305744380381197,-11.959796843369597,4067.3557313514953,4123.0273564101135,4296.094405666389,4196.47175254181,4283.86355455895,4267.207027935869,4336.948710406878,4304.211881509655,6.982735084047075,5.273309350311203,4.20359986377971,4296.094405666389,286.1918741130541,4868.478153892497,3723.710657440281,0.22663447298529385,41.974284951790416,-74.36352621544938,-41.62288222680555,-32.74064398864383,-176.57487210249792,-544.4235688585218,-360.79754775106585,57058350119.347084,0.7852763297825641,4128.888447033946,4246.217461554773,4159.729307791921,3835.632842050135,4527.578004547945,0,0,ethereum,2025-11-18 13:54:17.287500
1760659200000,3890.1993012479857,44673230678.7307,469582926617.41595,2025-10-17 00:00:00,2025-10-17,2025,10,17,Friday,4,-2.333706511817646,-8.384360045856653,-10.95190046204888,-13.242776929742039,-13.633014738337135,3999.005711617591,4064.8203426195814,4253.679623904854,4155.635425702633,4263.394643416455,4242.883948794715,4324.749793471873,4287.976094048413,6.943254405817834,5.180842383893196,4.219384888916127,4253.679623904854,299.8754919359073,4853.430607776669,3653.9286400330398,0.19697396717021837,36.50843748097933,-92.02003427155614,-51.702312635755675,-40.31772163580047,-356.0181603067872,-478.45013813733704,-593.8069446614923,57335712296.46863,0.7791519262503724,3983.1544356894233,4128.888447033946,4246.217461554773,3749.218185954949,4368.649439385323,0,0,ethereum,2025-11-18 13:54:17.287500
1760745600000,3831.244175835675,52519500424.67195,462727285553.6246,2025-10-18 00:00:00,2025-10-18,2025,10,18,Saturday,4,-1.5154782787966115,-7.2088232708754525,-0.11441830840395184,-15.158357254941057,-16.562781197401367,3998.378759301239,4006.4263009236047,4204.785703024565,4112.383259053706,4238.043822799935,4216.32654408768,4311.223468367932,4270.065038432227,5.116369244766455,5.162335139994058,4.200364306952724,4204.785703024565,309.50661659725307,4823.798936219071,3585.772469830059,0.1982766222450724,34.637408434893544,-109.50779236240533,-63.263408581085606,-46.24438378131972,-297.6442711982713,-4.388666214460045,-684.5148923240481,51869344216.21819,1.0125344983299494,3890.1993012479857,3983.1544356894233,4128.888447033946,4159.729307791921,3835.632842050135,0,0,ethereum,2025-11-18 13:54:17.287500
1760832000000,3889.4990302043157,19845543405.385517,469204461222.8663,2025-10-19 00:00:00,2025-10-19,2025,10,19,Sunday,4,1.520520533148595,-2.3512873276001267,3.7416025766352057,-13.329918105184568,-15.273212566036875,4018.4188799082913,3977.1944832437825,4162.056587205353,4082.6653618737873,4214.672565899627,4195.240898030689,4301.72627854341,4255.140881246819,5.0263049753127405,5.207322830368083,4.216035824000245,4162.056587205353,308.73526554181996,4779.527118288993,3544.586056121713,0.27929508917396584,36.75397770243804,-117.31396439434775,-74.07351974373803,-43.24044465060972,-93.65540548510762,140.2808442493665,-598.2076214689691,46970134250.67351,0.4225140873447887,3831.244175835675,3890.1993012479857,3983.1544356894233,4246.217461554773,3749.218185954949,0,0,ethereum,2025-11-18 13:54:17.287500
1760918400000,3985.0765644046796,29233928200.2202,480734836101.83966,2025-10-20 00:00:00,2025-10-20,2025,10,20,Monday,4,2.45732248441628,2.438879240101066,-4.19865646209443,-11.743235564674315,-10.857960816658652,3993.4684879958286,3979.1650035340067,4124.181956665309,4069.6535222112398,4198.492468912804,4181.681908764495,4293.960602679085,4244.550123723598,2.520767559457648,5.271152920380918,4.228444956574445,4124.181956665309,294.24873226419726,4712.679421193704,3535.6844921369147,0.38181309126615787,38.60192472536924,-114.46858118522096,-82.15253203203461,-32.31604915318634,94.87726315669397,-174.65274338724157,-530.2448275606157,42911723059.04586,0.6812573841417361,3889.4990302043157,3831.244175835675,3890.1993012479857,4128.888447033946,4159.729307791921,0,0,ethereum,2025-11-18 13:54:17.287500
1761004800000,3978.7901551344357,35767064768.00727,480395580826.9953,2025-10-21 00:00:00,2025-10-21,2025,10,21,Tuesday,4,-0.15774877015902744,3.851124400510919,-6.298012497984907,-15.148680391052128,-11.223378474092682,3955.2645870786373,3979.071291434114,4073.4432724072976,4057.538406600999,4181.725491671678,4168.592118207717,4285.757776491387,4234.128164171081,2.254695908319812,5.1079925504693975,4.2272735665014824,4073.4432724072976,246.74790012093044,4566.939072649158,3579.947472165437,0.4040993690052958,33.54551155635653,-111.43628703227569,-88.00928303208283,-23.427004000192852,147.5459792987608,-267.4273064203371,-710.3415796121599,41388876296.5945,0.8641709552996539,3985.0765644046796,3889.4990302043157,3831.244175835675,3983.1544356894233,4246.217461554773,0,0,ethereum,2025-11-18 13:54:17.287500
